steam_appid;Mesclado.1;Processador_min.1;RAM_min.1.1;GPU_min.1;
3590;;1.2GHz+ processor                     ;1GB of RAM                     ;128MB of video memory, 16-bit or 32-bit color quality                     DirectX: DirectX 8 or later                     ;
3600;;350Mhz Pentium or greater CPU                    ;256 MB RAM or greater                    Sound and ;16-bit Graphics and Sound card                    DirectX: DirectX 7 or later                    ;
3610;;350Mhz Pentium or greater CPU;256 MB RAM or greater;"16-bit DirectX&reg;: DirectX7 or later";
3620;;;;;
3700;;1GHz Pentium CPU or equivalent ;256Mb RAM ;GeForce2 32Mb or equivalent DirectX®: DirectX 9.0c ;
3710;Supported ; Intel Pentium III or AMD Athlon 700MHz computer or equivalent Graphics:  32MB graphics card that supports Transform and Lighting (GeForce 1, ATI Radeon 7500 or better) Sound:  Windows compatible sound card  DirectX Version: DirectX 9.0 ; 128 MB RAM Hard Drive:  1.5 GB free hard disk space;;
3720;Supported ;Pentium® III 800MHz processor                    ;128MB RAM                    ;GeForce2 16Mb or equivalent                     ;
3730;;Pentium II 400 MMX ;128MB ;DirectX compatible graphics card DirectX®: DirectX 9.0c Hard Drive:500MB Sound: DirectX compatible sound card  Controller Support: XBox 360 Controller for Windows;
3800; Windows 2000/SO: Windows XP, 2.0 GHz Processor, 256 MB of RAM, 128 MB ATI 9000 or higher or 128 MB GeForce 3 or higher (except GeForce 4 MX), DirectX 8.1 or higher compatible sound card, DirectX 9.0 (included with download), 5.5 GB Minimum Hard Drive Space, NVIDIA nForce or other motherboards / soundcards containing the Dolby Digital Interactive Content Encoder required for Dolby Digital audio, OS: -compatible keyboard and mouse OS: OS: Windows 2000/XP, 3.4 GHz Processor, 512 MB of RAM, 256 MB GeForce FX 5600 or higher or ATI Radeon 9600 or higher, Sound Blaster Audigy 2 series sound card or higher, Game Pad;;;;
3810;" 98/Windows 2000/SO: Windows XP, 733 MHz processor, 128MB RAM, 200MB virtual memory,  2 GB free hard disc space, DirectX 8.1 or higher (included with game), DirectX compatible sound card, 100% DirectX 8.1 compatible video card, ATI Radeon, GeForce 2 or higher, with Hardware T&amp;L (Transform &amp; Lighting). Excludes GeForce MX and Go series cards. See full list below. Excluded cards: - TnT/TnT 2 - ATI Rage (any kind)  - ATI Radeon VE and Radeon 7000  - ATI Mobility Radeon (original, laptop)  - Kyro 1 &amp; 2 (example, Hercules 3D Prophet 4000/4500)  - any Voodoo card  - any Intel card  - any Matrox card (except the Parhelia)  - any kind of integrated graphics (except the nForce)    Windows XP, Pentium 4 2.53 GHz or AMD equivalent, 512 MB RAM, 200MB virtual memory, 2 GB free hard disc space, 64MB nVidia GeForce 3, GeForce 4 Ti or ATI Radeon 8500 video card, DirectX 8.1 or higher (included with game), Sound Blaster Audigy sound card";;;;
3820;" 98 SE/Windows 2000/SO: Windows XP, 1.2 GHz processor, 256MB RAM, 200MB virtual memory, 5 GB free hard disc space, DirectX 8.1 or higher (included with game), DirectX compatible sound card, 100% DirectX 8.1 compatible video card, GeForce 3 or higher, with Hardware T&amp;L (Transform &amp; Lighting). Excludes GeForce MX and Go series cards. See full list below. Excluded cards: - ATI Rage (all), Radeon VE and Radeon 7000, 7500, 9000  - ATI Mobility Radeon (original, laptop)  - NVidia GeForce 4 MX 420 or 440 PCI  - Nvidia Quadro NVS  - Nvidia GeForce 2 series  - Nvidia Geforce4 440 Go 64M (laptop users)  - Kyro 3D Prophet  - Matrox  - 3D Labs  - Intel Onboard (all versions)    Windows XP, Pentium 4 2.0 GHz or AMD equivalent, 512 MB RAM, 200MB virtual memory, 5 GB free hard disc space, 100% DirectX 8.1 compatible video card, Matrox Pahrelia, Nvidia GeForce 6800, ATI Radeon X800, 9600, 9700, 9800 or better, DirectX 8.1 or higher, DirectX compatible sound card";;;;
3830;;1.0 GHz Pentium(R) III and AMD Athlon(tm) ;256 MB of RAM ;64 MB GeForce (tm) 3 or higher or ATI(R) Radeon 8500 or higher (except GeForce 4 MX and Go series) DirectX®: version 9.0 or higher (included with game) ;
3900;" Windows 2000/SO: Windows XP, 1.2GHz Intel Pentium 4 or AMD Athlon processor or equivalent, 256MB RAM, 64 MB Video Card w/ Hardware T&amp;L (GeForce 2/Radeon 7500 or better) DirectX7 compatible sound card, 1.7GB of free hard drive space, DirectX9.0c (included)  Windows 2000/XP, 1.8GHz Intel Pentium 4 or AMD Athlon processor or equivalent/better, 512 MB RAM, 128 MB Video Card w/ DirectX 8 support (pixel and vertex shaders), DirectX7 compatible sound card, 1.7GB of free hard drive space, DirectX9.0c (included)";;;;
3910; Windows® 2000/XP (only), Pentium® II 400 MHz, 128 MB RAM, 1.7 GB Free HDD space, Windows® 2000/XP compatible video card*, Windows® 2000/XP compatible sound card*, DirectX® version 9.0b (included) or higher * Indicates device should be compatible with DirectX® version 9.0b or higher.;;;;
3920;"® 98/Me/Windows 2000/SO: Windows XP, Pentium® 1.0 GHz or higher, 256 MB RAM, 1.2 GB Free HDD, 64 MB video card* with Hardware T&amp;L support, OS: ® 98/Me/Windows 2000/XP-compatible sound card*, DirectX® version 9.0b (included) or higher * Indicates device should be compatible with DirectX® version 9.0b or higher.OS: OS: ";;;;
3960;;Pentium III 800 MHz OR AMD Equivalent ;128 MB RAM ;128 MB RAM that supports Vertex and Pixel Shading of 1.4 or higher DirectX: Version 9.0b ;
3980;" Windows 2000/XP (OS:  7 is not supported), 1.6 GHz processor, 512 MB RAM, 2.5 GB uncompressed space, 64 MB video card (with Hardware T&amp;L, nVidia GeForce 3/ATI Radeon 8500 or better), DirectX 7 compatible sound card, DirectX Version 9.0cOS: OS: ";;;;
3990;"1.2GHz Intel Pentium 4 or AMD Athlon processor or equivalent, 256MB RAM, 64 MB Video Card w/Hardware T&amp;L (GeForce 2/Radeon 7500 or better), DirectX 9.0c compatible sound card, 1.7 GB of free hard drive space, Direct X 9.0c (included)  1.8GHz Intel Pentium 4 or AMD Athlon processor or equivalent/better, 512 MB RAM, 128 MB Video Card w/ DirectX 8 support (pixel and vertex shaders), DirectX 9.0c compatible sound card, 1.7GB of free hard drive space, DirectX 9.0c (included) SUPPORTED OPERATING SYSTEMS: Windows 2000 (plus Service Pack 1 or higher), Windows XP (Home or Professional) (plus Service Pack 1 or higher) *Requires Sid Meier's Civilization IV to play";;;;
4000;;2 GHz Processor or better ;4 GB RAM ;512MB dedicated VRAM or better DirectX: Version 9.0c Network: Broadband Internet connection ;
4100; 98/ME/Windows 2000/SO: Windows XP, 500MHz processor, 64 MB RAM Sound Card, SVGA Graphics Card;;;;
4230;Minimum Microsoft  XP Home/Pro, 1.7 GHz Intel Pentium 4 or 100% compatible Processor, 512 MB RAM, 2.5 GB free space, DirectX 9 compatible graphics card with 128 MB memory, DirectX 9 compatible Sound Card, Keyboard and Mouse, DirectX Version 9 Recommended3 GHz Intel Pentium IV or 100% compatible Processor, 1 GB RAM, DirectX 9 compatible graphics card with 256 MB memory, DirectX 9 compatible force feedback steering wheel  Graphic Cards not supported: NVIDIA GeForce 3/4 cards ATI Radeon 8500/9000/9200 Intel Motherboard mounted chipsets;;;;
4290;Minimum Microsoft  XP Home/Pro, 1.7 GHz Intel Pentium 4 or 100% compatible Processor, 512 MB RAM, 2.5 GB free space, DirectX 9 compatible graphics card with 128 MB memory, DirectX 9 compatible Sound Card, Keyboard and Mouse, DirectX Version 9 Recommended3 GHz Intel Pentium IV or 100% compatible Processor, 1 GB RAM, DirectX 9 compatible graphics card with 256 MB memory, DirectX 9 compatible force feedback steering wheel  Graphic Cards not supported: NVIDIA GeForce 3/4 cards ATI Radeon 8500/9000/9200 Intel Motherboard mounted chipsets;;;;
4300;"This game is built on the Unreal&reg; Engine 3. While installing RoboBlitz, you may be prompted to download and install the latest video drivers.  Microsoft&reg;  XP SP2, Intel Pentium 4 2.0GHz or AMD Athlon&trade; XP Windows 2000+, 512 MB RAM, 400MB Hard Disk Space, nVidia Geforce 6600 or ATI Radeon X800 Video Card with 256 MB RAM, DirectX Version 9.0c  Microsoft&reg; Windows&reg; XP SP2, Intel&reg; Pentium&reg; Extreme Edition 3.2GHz or AMD Athlon&trade; 64 X2 3800+, 1 GB RAM, 400MB Hard Disk Space, nVidia&reg; Geforce&reg; 7800 or ATI Radeon&reg; X1800 Video Card with 256 MB RAM, DirectX Version: 9.0c Supported Video Cards: ATIRadeon&reg; X1950 XTXRadeon&reg; X1900 seriesRadeon&reg; X1800 seriesRadeon&reg; X1600 seriesRadeon&reg; X1300 seriesRadeon&reg; X850 seriesRadeon&reg; X800 seriesMobility&trade; Radeon&reg; X800 XT seriesMobility&trade; Radeon&reg; X1800 XT seriesMobility&trade; Radeon&reg; X1800 seriesMobility&trade; Radeon&reg; X1600 seriesMobility&trade; Radeon&reg; X1300 seriesMobility&trade; Radeon&reg; X800 series NVidiaGeForce 6600 seriesGeForce 6800 seriesGeForce 7600 seriesGeForce 7800 seriesGeForce 7900 seriesGeForce 7950 seriesGeForce Go 7400 seriesGeForce Go 7800 seriesGeForce Go 7900 series";;;;
4420;® XP Intel Pentium 4 2.8 Ghz or AMD Athlon XP +2800 higher 512 MB RAM ATI Radeon 9800 256MB VRAM or Nvidia 6600 GT with 256 MB of VRAM or better DirectX version 9.0c-compatible sound card DirectX® 9.0c Network Interface (only for multiplayer games) 10 GB available HD space  Intel Pentium 4 3 Ghz or AMD Athlon XP +3000 1 GB RAM 256MB ATI Radeon X850 or Nvidia GeForce 6800GT;;;;
4460;Supported ; 1.5 GHz Processor or the equivalent Graphics:  DirectX® 9.0c compatible 64 MB 3D graphic card (GeForce 4Ti or Radeon 8000) DirectX® Version:  DirectX® 9.0c or better ; 256 MB RAM Sound:  Sound Card compatible with Direct X® 9 Hard Drive: 4.5 GB free space;;
4470;;2 GHz;512 MB RAM;"3D, 128 MB, Direct X&reg; 9.0c compatible (Nvidia FX 5200, ATI 9500 or better)DirectX Version: 9.0cSound: Direct X&reg; 9 compatible";
4500;Supported ;Intel Pentium 4 2.0 Ghz / AMD XP 2200+  Graphics: 128 MB DirectX® 8.0 compatible card / nVIDIA® GeForce™ 5700 / ATI Radeon® 9600  ;512 MB RAM  Sound: DirectX® 9.0 compatible sound card  Hard Drive: 6 GB free hard disc space;;
4520; Windows 2000/XP (only), AMD Athlon 1 GHz or Pentium III 1 GHz, 256 MB RAM, DirectX 9.0b-compatible graphics card from NVIDIA or ATI, GeForce 3 and higher, ATI Radeon 8500 and higher, DirectX 9.0b-compatible sound card, 1.5 GB Free Hard Drive Space, Broadband Internet Connection (for multiplayer)   Windows XP, AMD Athlon XP 2000+ and above OR Pentium 4  2GHz and above, 512 MB RAM or greater, GeForce 4 Ti and higher or ATI Radeon 9500 and higher, DirectX 9.0b-compatible sound card, SoundBlaster Audigy preferred;;;;
4530;" Windows 2000/XP (only), AMD Athlon XP or Pentium III 1.5 GHz, 256 MB RAM, DirectX 9.0b-compatible graphics card from NVIDIA® GeForce® 3 and higher (excluding GeForce® 4MX) or ATI® Radeon® 8500 and higher, DirectX 9.0c-compatible sound card, DirectX 9.0c (included), 2.56 GB Free Hard Drive Space, MS Compatible mouse, Broadband Internet Connection (for multiplayer)  Windows XP, AMD Athlon 64; or Pentium 4 2.8GHz+; 1 GB RAM, DirectX 9.0c-compatible graphics card from NVIDIA® (GeForce® 6600 and above), DirectX 9.0c-compatible sound card - Sound Blaster® X-Fi™ series preferred";;;;
4560;;2.0 Ghz Intel Pentium IV or equivalent or AMD Athlon XP or equivalent                     ;512 MB RAM                     ;DirectX 9.0c compatible 64MB video card with Pixel Shader 1.1 support or equivalent and latest manufacturer drivers                     ;
4570;" Windows 2000/SO: Windows XP, 1.8 Ghz Intel Pentium III or equivalent AMD Athlon SO: Windows XP, 256 MB RAM, 4.5 GB free hard drive space, 32 MB DirectX 9.0c compatible AGP video card with Hardware Transformation and Lighting, 16-bit DirectX 9.0b compatible sound card, Mouse, Keyboard  2.4 GHz Intel Pentium 4 or equivalent, 512 MB system RAM (required for 8-player multiplayer games), nVidia GeForce 3 or ATI Radeon 8500 or equivalent with 64 MB of Video RAM  Required for Multiplayer:  Internet: Cable modem, DSL modem, or 56.6 kbps modem for online multiplayer play; Network: TCP/IP compliant network";;;;
4580;" Windows 2000/SO: Windows XP, 2.0 Ghz Intel Pentium 4, AMD Athlon XP or equivalent processor, 512 MB RAM, 3.5 GB free hard drive space, 64 MB DirectX 9.0b compatible AGP video card with Hardware Transformation and lighting, 16-bit DirectX 9.0b compatible sound card, DirectX 9.0c, Mouse, Keyboard  2.4 GHz Intel Pentium 4 or equivalent, 512 MB system RAM (required for 8-player multiplayer games), nVidia GeForce 3 or equivalent with 64 MB of Video RAM , Sound Blaster X-Fi Series Required for Multiplayer:  Internet: Cable modem, DSL modem, or better for online multiplayer play; Network: LAN or broadband WAN";;;;
4700; ;;;;
4720;Windows XP Processor:2.0 GHz Intel Pentium 4 or AMD Athlon equivalent (2.4 GHz recommended)  Memory:512 MB RAM Graphics:DirectX 9.0 compatible video card with at least 128 MB video RAM DirectX®:9.0 Hard Drive:8 GB HD space Sound:DirectX 9.0 compatible sound card Additional:No controller support.;;;;
4760;"  2000/XP, Pentium III 1.0GHz or Athlon 1.0GHz processor or higher, 256MB RAM, 2.9GB of uncompressed free hard disk space (plus 500MB for Windows swap file), 100% DirectX® 9.0c compatible 16-bit sound card and latest drivers, 100% Windows® 2000/XP compatible mouse, keyboard and latest drivers, DirectX® 9.0b, 64MB Hardware Accelerated video card with Shader 1 support and the latest drivers. Must be 100% DirectX® 9.0b compatible, 1024 x 768 Display Resolution, Internet (TCP / IP) play supported;Internet play requires broadband connection and latest drivers; LAN play requires Network card (Multiplayer) Important Note: Some cards may not be compatible with the 3D acceleration features utilized by Medieval II: Total War. Please refer to your hardware manufacturer for 100% DirectX® 9.0b compatibility.";;;;
4770;"  2000/XP, Pentium III 1.0GHz or Athlon 1.0GHz processor or higher, 256MB RAM , 2.9GB of uncompressed free hard disk space (plus 500MB for Windows swap file), 100% DirectX® 9.0c compatible 16-bit sound card and latest drivers, 100% Windows® 2000/XP compatible mouse, keyboard and latest drivers, DirectX® 9.0b, 64MB Hardware Accelerated video card with Shader 1 support and the latest drivers. Must be 100% DirectX® 9.0b compatible, 1024 x 768, Internet (TCP / IP) play supported; Internet play requires broadband connection and latest drivers; LAN play requires Network card. Important Note: Some cards may not be compatible with the 3D acceleration features utilized by Medieval II: Total War. Please refer to your hardware manufacturer for 100% DirectX® 9.0b compatibility.";;;;
4780;Supported ;"Celeron 1.5GHz Pentium 4® (1500MHz) or equivalent AMD® processor. (2.4 GHz P4 Recommended) RAM: 512 MB of RAM  (1 GB RAM recommended) Disk Space: 5 GB of uncompressed hard drive space  Graphics Card*: 128MB Hardware Accelerated video card with Shader 1 supportand the latest drivers. Must be 100% DirectX® 9.0c compatible. (256 MB NVIDIA® GeForce™ 7300 or greater or ATI® Radeon® X1600 or greater recommended)  Display Resolution: 1024 x 768 Sound Card: 100% DirectX® 9.0c compatible 16-bit sound card and latest drivers  DirectX Version: DirectX® 9.0c Input Devices: 100% Windows® 2000/XP compatible mouse, keyboard and latest drivers  Multiplayer: Internet (TCP / IP) play supported; Internet play requires broadband connection and latest drivers; LAN play requires Network card. *Note:Some cards may not be compatible with the 3D acceleration features utilized by Medieval II: Total War. Please refer to your hardware manufacturer for 100% DirectX® 9.0c compatibility.";;;
4800; Windows 2000/XP Latest Video and Sound drivers are highly recommended for optimal performance. For better game performance please close all background programs (instant messaging, antivirus, system monitoring).  Intel Pentium 4 2Ghz or AMD Athlon XP Windows 2000+, nVidia GeForce FX5200 or ATI Radeon 9000 Video card with 128MB Memory, 512MB RAM, DirectX 8.0 compatible Sound, 2.5 Gb Free Hard drive space Recomended: Intel Pentium 4 3Ghz or AMD Athlon 64 3200+, nVidia GeForce 6600 or ATI Radeon X800 Video card, 1GB RAM, DirectX 8.0 compatible Sound, 2.5 Gb Free Hard drive space Optional: Internet Connection for multiplayer game via Internet, Minimal: 56K Dial-Up Connection;;;;
4850;;Intel Atom N270 ;512MB RAM ;Intel GMA 950 DirectX®: DirectX9  ;
4870;;1.6 GHz ;1GB Hard Disk Space: 100MB of free space Video Card: 128 MB DirectX 9.0c compatible or better video card with pixelshader 2.0 DirectX®: 9.0c Sound: DirectX 9.0c compatible sound card Additional: Microsoft XNA Framework 3.1;;
4880;Operating system:® XP / Vista™ / OS: ® 7  Processor: 1.4 GHz CPU Memory: 512 MB  Hard disk space: 350MB  Video:Video Card with 64MB dedicated memory and DirectX 9 Compatible Sound:Sound card with DirectX 9.0 support DirectX®:9.0 or higherOS: OS: ;;;;
4890;Operating system:® XP and higher Processor: 1.4 GHz CPU Memory: 512 MB  Hard disk space: 1.8GB  Video:Video Card with 128MB dedicated memory and DirectX 9 Compatible Sound:Sound card with DirectX 9.0 support DirectX®:9.0 or higher;;;;
4900; 98/ME/Windows 2000/SO: Windows XP, 128 MB RAM, 500 MHz or faster, Direct X 7.0;;;;
4920;Windows Vista 64-bit or newer Processor:Core 2 Duo E6700 (2.66 GHz) or better Memory:4 GB RAM Graphics:DirectX 9 compatible dedicated video card with 1 GB VRAM and support for Shader Model 3 (e.g. AMD X800, NVidia 8600 or better) DirectX®:9.0 Hard Drive:12 GB HD space         Other Requirements:Broadband Internet connection;;;;
6000;;Pentium III or Athlon 1.0 GHz or faster CPU ;256MB RAM ;64MB 3D Graphics card with Vertex Shader and Pixel Shader (VS/PS) capability DirectX®: 9.0b ;
6010;;Any 2002 era PC or better ;32 MB RAM ;2 MB - PCI Graphics Card DirectX®: Required for sound ;
6020;;Pentium II or Athlon 450 MHz ;128 MB ;32 MB OpenGL compatible DirectX®: 9.0a ;
6030;;Pentium II or Athlon 350 MHz ;64 MB ;16 MB OpenGL compatible DirectX®: 9.0c ;
6040;;Any 2002 era PC or better ;32 MB RAM ;2 MB - PCI Graphics Card DirectX®: Required for sound ;
6060;;Intel Pentium 4 1.5 GHz or Athlon XP 1500+ ;256 MB ;64MB 3d Graphics card with Vertex Shader and Pixel Shader (VS/PS) Capability DirectX®: 9.0c ;
6080;;Intel Pentium III 1.0 GHz or Athlon XP ;256 RAM ;64 MB 3D graphics with Vertex Shader and Pixel Shader capability DirectX®: 9.0c ;
6090;;Pentium III 1GHz or AMD Athlon 1GHz ;256 RAM ;"32 MB 3D graphics card with Hardware Transform and Lighting (T&amp;L) Compatibility DirectX®: DirectX 9.0b ";
6120;"Windows XP/Vista/Windows 7 Processor:Intel Pentium 4 running at 1.7 GHz or Greater; Athlon 64 running at 1.7GHz or greater with support for SSE2 instructions Memory:1 GB of ram, 1.5 GB (Vista and Windows 7) GB RAM Graphics:ATI Radeon X1800 GTO 256MB and the Nvidia GeForce 6800 Ultra 256MB cards DirectX®:9.0 Hard Drive:2 GB HD space";;;;
6200;Pentium® III 450. ® 98,ME,SO: Windows XP,Windows 2000. NVIDIA® TNT2 3D card. 128MB of RAM. 750MB of free hard disc space. DirectX® 8.1. Mouse, keyboard.  Pentium® IV 1.5GHz. ATI® Radeon™7500/NVIDIA®GeForce2 3D card. 256MB of RAM.;;;;
6210;"Pentium&reg; III 600MHz,  98, 16MB 3D graphics card, 192MB of RAM. 500MB of free hard disc space. DirectX 9.0, mouse, keyboard.  Pentium&reg; III 800MHz, 32MB 3D graphics card, 256MB of RAM, 8x CD drive speed, mouse with wheel.";;;;
6220;1.5 GHz Pentium 4 or AMD Equivalent, 256 MB RAM, 64 MB Graphics Card,DirectX Compatible Sound Card, 1.1 GB of free Hard Drive Space, Win 98/ME/2000/XP, DirectX9.0c  2.0 GHz Pentium 4 or AMD 2000+, 512 MB RAM, 128 MB GraphicsCard, DirectX Compatible Sound Card, Gamepad or Steering Wheel, Windows XP SP2;;;;
6250; SO: Windows XP, Windows 2000 or Vista OS, Pentium III or Athlon 1.0GHz Processor, 512 MB RAM, 850 MB available hard drive space, 32 MB Video Card, Internet connection for multiplayer;;;;
6270;Supported ;Pentium IV 1.6Ghz Processor;512MB RAM;128MB Video Card (ATI 8500, 9000, X series and NVIDIA GeForce 4/FX/6/7 series Video Card)DirectX Version: DirectX 9.0c;
6300;;Intel Pentium 4 1.6 GHz or AMD Sempron 2800+ or higher required. Intel Pentium 4 2.5 GHz or AMD Athlon XP 3500+ Recommended                     ;512 MB RAM                     ;3D Hardware Accelerator Card Required: 100% DirectX 9.0c compatible 128 MB with latest drivers.                     ;
