publisher,paginas_suporte_por_publisher,jogos_lancados,faturamento_min,suporte_por_jogo
Maschinen-Mensch,1,1,1099000,1.0000
"Epic Games",1,1,1099000,1.0000
"Haydee Interactive",1,1,1099000,1.0000
"David OReilly;Double Fine Presents",1,1,1099000,1.0000
"Poysky Productions",0,1,1099000,0.0000
"Daedalic Entertainment;Daylight Studios",1,1,1099000,1.0000
22cans,1,1,1099000,1.0000
"Greens s.r.o.",1,1,1099000,1.0000
"Lukas Rustemeyer",1,1,1099000,1.0000
"Edmund McMillen;Tyler Glaiel",1,1,1099000,1.0000
"WMY Studio;AGM PLAYISM",1,1,1099000,1.0000
"10tons Ltd",9,14,1059000,0.6429
Coredumping,1,1,1059000,1.0000
ColdGames,1,1,1059000,1.0000
"Asmodee Digital",14,26,1038000.0000000001,0.5385
"Cherry Pop Games",3,3,1038000.0000000001,1.0000
"NEXT Studios;bilibili",0,1,1038000.0000000001,0.0000
"inkle Ltd",4,5,1028999.9999999999,0.8000
"Trapped Nerve Games",1,1,999499.9999999999,1.0000
3Division,1,2,999499.9999999999,0.5000
"XSEED Games",3,3,999000,1.0000
SMP,1,1,999000,1.0000
"Stygian Software",1,1,999000,1.0000
"KISS ltd",69,71,999000,0.9718
"Lace Games;KISS ltd",1,1,999000,1.0000
"Big Head Games Ltd",1,1,999000,1.0000
"Pixelnest Studio;Plug In Digital",1,1,999000,1.0000
"Night Node Software",1,1,998000,1.0000
Egosoft,8,8,998000,1.0000
"Square Enix",66,97,998000,0.6804
"Revolution Software Ltd",5,5,998000,1.0000
"Microsoft Studios",23,27,998000,0.8519
"Kyle Pulver",1,1,998000,1.0000
"Topware Interactive ACE",2,3,998000,0.6667
"BeautiFun Games",2,2,998000,1.0000
"Nomad Games",3,4,998000,0.7500
"Netcore Games",2,2,998000,1.0000
"DL Softworks",12,13,998000,0.9231
"Adventure Productions;Daring Touch",2,2,998000,1.0000
"Sam Barlow",1,1,998000,1.0000
Wareberd,1,1,998000,1.0000
"Chubby Pixel",8,9,995000,0.8889
"Idea Factory International",11,15,974499.9999999999,0.7333
Flashbulb,1,1,974499.9999999999,1.0000
"Twice Circled",0,1,974499.9999999999,0.0000
"TPP Studio",1,1,958000,1.0000
"Disney Interactive;Lucasfilm;LucasArts",1,1,958000,1.0000
"Asteristic Game Studio",1,1,958000,1.0000
VitaliZelenyuk,1,3,958000,0.3333
"ULTRA ULTRA",1,1,949499.9999999999,1.0000
"LVGameDev LLC",0,1,949499.9999999999,0.0000
Crackshell;Surefire.Games,0,1,928999.9999999999,0.0000
"Talking About Media",4,4,928999.9999999999,1.0000
"Those Awesome Guys",1,2,928999.9999999999,0.5000
"Gaddy Games",1,1,928999.9999999999,1.0000
"Blue Brain Games",2,2,899499.9999999999,1.0000
"Ragequit Corporation",2,2,899000,1.0000
"Machine Studios",1,1,899000,1.0000
"Abylight Studios",1,2,899000,0.5000
"Funselektor Labs Inc.",1,1,899000,1.0000
"App Holdings",1,2,899000,0.5000
"Droqen's Games",1,1,898000,1.0000
"Krystian Majewski",1,1,877999.9999999999,1.0000
"Evil Twin Artworks",2,3,874499.9999999999,0.6667
"Bifrost Entertainment;DANGEN Entertainment;Gamera Game;INTRAGAMES CO., LTD.",1,1,874499.9999999999,1.0000
"Techland Publishing",4,5,859000,0.8000
"MyACG Studio",0,1,828999.9999999999,0.0000
"Rati Wattanakornprasit",0,1,828999.9999999999,0.0000
"Slug Disco Studios",1,1,799500,1.0000
"Mystic Box",1,1,799000,1.0000
"BANDAI NAMCO Entertainment",40,57,799000,0.7018
"id Software",2,19,798000,0.1053
"1C Entertainment;1C-SoftClub",4,4,798000,1.0000
Bethesda-Softworks,1,2,798000,0.5000
Meridian4,13,15,798000,0.8667
"Sigma Team Inc.",8,9,798000,0.8889
"Two Tribes Publishing",4,4,798000,1.0000
"KranX Productions",2,4,798000,0.5000
"Secret Exit Ltd.",2,2,798000,1.0000
"Uber Entertainment",1,1,798000,1.0000
"Dark Energy Digital Ltd.",1,1,798000,1.0000
"increpare games",2,2,798000,1.0000
"Smudged Cat Games Ltd",3,3,798000,1.0000
"Reverb Publishing",1,1,798000,1.0000
"The Men Who Wear Many Hats",2,2,798000,1.0000
"The Secret Experiment",2,2,798000,1.0000
Ludochip,1,1,798000,1.0000
"Carlsen Games",1,1,798000,1.0000
"Blackpowder Games",1,1,798000,1.0000
"Iron Galaxy",3,3,798000,1.0000
"Topware Interactive ACE;ACE",1,1,798000,1.0000
eigoMANGA,1,1,798000,1.0000
Coatsink,2,3,798000,0.6667
"BadFly Interactive, a.s.",1,1,798000,1.0000
"Fireproof Games",4,4,798000,1.0000
"Darkelite Studio Inc",2,2,798000,1.0000
"Ginormocorp Holdings Ltd",1,1,798000,1.0000
SilentFuture,4,8,798000,0.5000
"Excalibur Games",6,12,798000,0.5000
"Daniel Mullins Games",2,2,798000,1.0000
VGstudio,4,8,798000,0.5000
"Flynn's Arcade",2,2,798000,1.0000
"ProGames Studio",1,1,798000,1.0000
"Quantum Phoenix",1,1,798000,1.0000
AndrewDrumov,1,1,798000,1.0000
"Quantum Phoenix Studio",1,1,798000,1.0000
"Lighthouse Games Studio",1,2,798000,0.5000
"Virtual Basement LLC",1,1,798000,1.0000
ZackBellGames,1,1,798000,1.0000
Sorath,1,1,798000,1.0000
"Big Fat Alien",1,1,795000,1.0000
"S.C. 16 BIT NIGHTS S.R.L.",1,2,795000,0.5000
"Fish Factory Games",1,1,790000,1.0000
"Aspyr ",1,1,774500,1.0000
"AutoAttack Games",1,1,774500,1.0000
"Berzerk Studio",1,2,774500,0.5000
Code}{atch,1,2,774500,0.5000
"Supra Games",1,2,774500,0.5000
"Wandering Wizard",0,1,774500,0.0000
"Metalhead Software Inc.",2,2,774500,1.0000
"Flying Mollusk",1,1,774500,1.0000
Klabater,5,8,774500,0.6250
"Klei Entertainment ",0,1,774500,0.0000
Suncrash,1,1,774500,1.0000
"The Drone Racing League",0,1,774500,0.0000
"For Fun Labs",1,1,774500,1.0000
WarpFrog,0,1,774500,0.0000
"Easy Day Studios Pty Ltd",0,1,774500,0.0000
"Ultimate Games S.A.;PlayWay S.A.",1,2,749500,0.5000
"Conatus Creative Inc.",1,1,749500,1.0000
Valusoft,2,2,749500,1.0000
"StarWraith 3D Games LLC",2,2,749500,1.0000
"DoubleBear Productions",2,2,749500,1.0000
"Indomitus Games",2,2,749500,1.0000
"Winter Wolves",21,24,749500,0.8750
"White Paper Games",1,1,749500,1.0000
"Perilous Orbit",1,2,749500,0.5000
"Cloudhead Games ltd.",2,3,749500,0.6667
"Marauder Interactive, LLC",1,1,749500,1.0000
MoaCube,3,3,749500,1.0000
"Numantian Games",1,2,749500,0.5000
"Dovetail Games - Fishing ",1,1,749500,1.0000
"IF Studios",1,1,749500,1.0000
Maxwolf;Fox,3,3,749500,1.0000
"Prospect Games;Merge Games",1,1,749500,1.0000
"Shark Punch",1,1,749500,1.0000
" GungHo Online Entertainment America, Inc.	",1,1,749500,1.0000
"Ellada Games",1,1,749500,1.0000
"Pixel Gangsta Studio;Flying Interactive",1,1,724500,1.0000
Lupiesoft;MangaGamer,0,1,719000,0.0000
"Viva Media",25,26,719000,0.9615
"Blind Mind Studios",2,2,719000,1.0000
"Hassey Enterprises, Inc.",2,2,719000,1.0000
"DrinkBox Studios",4,4,719000,1.0000
"Love Conquers All Games",3,3,719000,1.0000
17-BIT,2,2,719000,1.0000
"Digital Tribe",18,22,719000,0.8182
"Screen 7",7,9,719000,0.7778
"Axis Game Factory LLC",1,1,719000,1.0000
"Agharta Studio",1,1,719000,1.0000
"Xaviant Games",1,1,719000,1.0000
"Ritual Entertainment",0,1,719000,0.0000
"Peach Pie Productions;Black Shell Media",1,1,719000,1.0000
"Game Developer X",1,1,719000,1.0000
"TEAM HORAY",0,1,719000,0.0000
"Roman Makhmutov",0,1,719000,0.0000
"Orbus Online, LLC",0,1,699800,0.0000
"Enlight Software Limited",2,2,699500,1.0000
Copybugpaste,2,2,699500,1.0000
"Focus Home Interactive",45,55,699000,0.8182
Frogwares,11,11,699000,1.0000
"DTP Entertainment",2,2,699000,1.0000
"Dejobaan Games, LLC",6,6,699000,1.0000
"Tale of Tales",6,6,699000,1.0000
"Ice-Pick Lodge",2,2,699000,1.0000
"Gaijin Entertainment",4,4,699000,1.0000
Headup,12,16,699000,0.7500
"Blendo Games",5,5,699000,1.0000
Brawsome,2,2,699000,1.0000
"Focus Home Interactive;1C-SoftClub",2,2,699000,1.0000
"Ronimo Games",2,3,699000,0.6667
SpikySnail,1,1,699000,1.0000
"Human Head Studios",1,1,699000,1.0000
"Qooc Software",1,1,699000,1.0000
"Northway Games",4,4,699000,1.0000
"The Digital Lounge",2,3,699000,0.6667
"Analgesic Productions",2,3,699000,0.6667
"Zen Studios",5,5,699000,1.0000
"Infinite Monkeys Entertainment Ltd.",1,1,699000,1.0000
"Digerati Distribution",12,14,699000,0.8571
"BlueLine Games",6,6,699000,1.0000
Mastertronic,8,8,699000,1.0000
"Firebrand Games",1,1,699000,1.0000
"Studio Evil",3,3,699000,1.0000
"Midnight City;Majesco Entertainment",5,5,699000,1.0000
Treasure,1,1,699000,1.0000
"Forever Entertainment S. A.",34,49,699000,0.6939
"Artifex Mundi",45,67,699000,0.6716
"Icetesy SPRL",1,1,699000,1.0000
"Three Flip Studios",1,1,699000,1.0000
"KISS ltd;Osprey Publishing",1,1,699000,1.0000
"Armor Games Studios",7,11,699000,0.6364
"Targem Games",1,1,699000,1.0000
"Deli Interactive LLC",1,1,699000,1.0000
"Chasing Carrots",2,2,699000,1.0000
"Crazy Monkey Studios",2,2,699000,1.0000
"Handelabra Games Inc.",1,3,699000,0.3333
NVLMaker,4,7,699000,0.5714
"Studio Bean",2,2,699000,1.0000
"Alda Games",2,5,699000,0.4000
"Flamebait Games",1,2,699000,0.5000
"The Yogscast",1,1,699000,1.0000
Aleson,1,1,699000,1.0000
Alliance,0,2,699000,0.0000
"Cowardly Creations",1,1,699000,1.0000
"Absolut Soft LLC",1,1,699000,1.0000
"Hopoo Games",1,1,699000,1.0000
"Roope Tamminen",1,1,699000,1.0000
"Liens;Power Up to Maximum",1,1,699000,1.0000
"Modern Visual Arts Laboratory",1,1,699000,1.0000
"Strangely Interactive Ltd",1,1,668500,1.0000
"Capcom U.S.A, Inc.",1,1,659800,1.0000
ILLUSION,0,2,659800,0.0000
"Everglow Interactive Inc.",1,1,649500,1.0000
"Pinkerton Road Studio",1,1,649500,1.0000
FHYX??????,1,3,649500,0.3333
Pixellore,1,1,649500,1.0000
"YGGDRAZIL GROUP CO.,LTD",0,1,649500,0.0000
"GK;AEY Inc.",1,1,638000,1.0000
"Dagestan Technology",34,88,638000,0.3864
"Efimov Max",1,1,638000,1.0000
"Dagestan Technology ",1,1,638000,1.0000
"Devolver Digital;Croteam Publishing",2,2,619800,1.0000
"Elder Game, LLC",1,1,619800,1.0000
"Idea Factory International, Inc.",0,2,619800,0.0000
"CyberLight Game Studio",1,1,619500,1.0000
"RedRuins Softworks",0,1,619500,0.0000
ShadowShifters,1,1,619000,1.0000
"SmiteWorks USA, LLC",2,2,599800,1.0000
Degica;Chara-Ani,2,2,599800,1.0000
AQUASTYLE,0,1,599800,0.0000
"3D Realms",4,4,599800,1.0000
"Maximum Games;KISS ltd",1,1,599800,1.0000
"Apoapsis Studios",0,1,599500,0.0000
"Flyleap Studios Pty. Ltd.",1,1,599500,1.0000
"Wales Interactive",8,11,599500,0.7273
??????????????,2,6,599500,0.3333
"Alex Rose Games",1,1,599500,1.0000
Permadeath,1,1,599500,1.0000
"Pentadimensional Games, SL",1,1,599500,1.0000
"LookAtMyGame;Plug In Digital",3,3,599000,1.0000
"?????? ??????",1,3,599000,0.3333
"Bohemia Interactive",23,24,598000,0.9583
"Size Five Games",3,3,598000,1.0000
"Sos Sosowski",2,2,598000,1.0000
"TB Games",1,1,579000,1.0000
Neognosis,1,1,579000,1.0000
A.Y.std,1,1,579000,1.0000
"Spaces of Play",1,1,578000,1.0000
"Dan  Walters",1,1,578000,1.0000
"Madmind Studio",1,1,569500,1.0000
"Lavaboots Studios",1,1,569500,1.0000
"Turning Wheel LLC",1,1,569500,1.0000
"Hempuli Oy",1,2,569500,0.5000
"David Stark",1,1,569500,1.0000
"Frostkeep Studios",1,1,569500,1.0000
"NEXT Studios",0,3,569500,0.0000
"Mad Data GmbH & Co. KG",1,1,559800,1.0000
Microids,37,45,559000,0.8222
"Neko Entertainment",6,6,559000,1.0000
"Bitbox S.L.",1,1,559000,1.0000
"3 Sprockets",3,3,559000,1.0000
WildTangent,4,4,559000,1.0000
Krealit,2,3,559000,0.6667
"TreeFortress Games",3,3,559000,1.0000
"DigitalDNA Games LLC",2,3,558000,0.6667
"!Lim studio",6,9,558000,0.6667
RenPen,1,1,558000,1.0000
"Lord Kres",1,1,558000,1.0000
"Real Dynamics",1,1,558000,1.0000
"HIKARI FIELD",1,8,555800,0.1250
Shovsoft,1,1,549500,1.0000
"Hanako Games",8,9,549500,0.8889
"Kasedo Games",6,8,549500,0.7500
"Santa Ragione",3,3,549500,1.0000
"Phoenix Online Publishing",14,15,549500,0.9333
"PD Design Studio",1,1,549500,1.0000
"Signal Studios",1,1,549500,1.0000
"Avidly Wild Games",1,1,549500,1.0000
"Switchblade Monkeys Entertainment",1,1,549500,1.0000
"BitMonster, Inc.",2,2,549500,1.0000
"XGen Studios",2,5,549500,0.4000
"Aldorlea Games",33,35,549500,0.9429
"Siege Games",1,1,549500,1.0000
Frogdice,3,3,549500,1.0000
WaterMelon,1,1,549500,1.0000
Sierra,3,4,549500,0.7500
"Chilled Mouse",4,5,549500,0.8000
"Space Boat Studios",1,1,549500,1.0000
"GameTrust Games",2,2,549500,1.0000
"Hollow Ponds",1,1,549500,1.0000
"Jacob Janerka",0,1,549500,0.0000
Grynsoft,1,1,549500,1.0000
Lostwood,2,2,549500,1.0000
"Sketchy Logic",1,1,549500,1.0000
"Halfbrick Studios Pty Ltd",1,1,549500,1.0000
"Mad Fellows",1,1,549500,1.0000
"AtomicTorch Studio",2,2,549500,1.0000
"Playdek, Inc.",0,1,549500,0.0000
"Frima Studio;Microids Indie",1,1,549500,1.0000
"Mi-Clos Studio;WhisperGames",1,1,549500,1.0000
"Massive Damage, Inc.",1,2,549500,0.5000
"Michael Todd Games",2,2,549000,1.0000
"Perfect.Golf, Inc.",1,1,539800,1.0000
"FlipSwitch Games",1,1,539800,1.0000
"Digital Dreams",1,1,529500,1.0000
"Pill Bug Interactive",0,2,519000.00000000006,0.0000
"Annapurna Interactive",2,4,514499.99999999994,0.5000
"HanbitSoft Inc.",0,1,514499.99999999994,0.0000
"Hesketh Studios Ltd",2,2,514499.99999999994,1.0000
"RLR Training Inc;Red Dahlia Interactive",0,2,514499.99999999994,0.0000
"Maximum Games",6,8,499799.99999999994,0.7500
"Headup;Whisper Games",1,3,499799.99999999994,0.3333
"System 3",1,3,499799.99999999994,0.3333
"Game Factory Interactive",4,4,499500,1.0000
"KISS ltd;Kavcom",2,2,499500,1.0000
"HE SAW",1,1,499500,1.0000
Dreadbit,1,1,499500,1.0000
Fazan,1,1,499500,1.0000
"DryGin Studios",0,1,499500,0.0000
"Spooky Doorway",1,1,499500,1.0000
"Cipher Prime Studios",4,4,499000,1.0000
"Dmytry Lavrov",2,2,499000,1.0000
"David Williamson",1,1,499000,1.0000
"Adult Swim Games",23,23,499000,1.0000
"Climax Group",1,1,499000,1.0000
"Tate Multimedia",1,2,499000,0.5000
"Crescent Moon Games",7,10,499000,0.7000
"Actigame Publishing Corp.",1,1,499000,1.0000
Popcannibal,1,2,499000,0.5000
"Merge Games;Headup Games",2,2,499000,1.0000
"Just1337 Publisher",15,19,499000,0.7895
"Sindiecate Arts",0,1,499000,0.0000
"Disparity Games",1,1,499000,1.0000
"The Farm 51",0,1,480000,0.0000
GrizzlyGames,0,2,479000,0.0000
"Activision Value Inc.;ImageCode",1,1,479000,1.0000
"Rasul Mono",0,1,479000,0.0000
LucasArts,2,2,479000,1.0000
Frogames,4,4,479000,1.0000
"Lonely Troops",7,8,479000,0.8750
"Milkstone Studios",5,6,479000,0.8333
Simogo,1,1,479000,1.0000
"Naga Entertainment;Nova Dimension",1,1,479000,1.0000
JH12world,1,1,479000,1.0000
"Disney Interactive;LucasArts",1,1,479000,1.0000
"Jonathan BRASSAUD",1,1,479000,1.0000
VRWERX,1,1,475800,1.0000
Polyarc,0,1,475800,0.0000
"Star Drifters",0,1,475800,0.0000
"Sólfar Studios",1,2,475800,0.5000
"Asylum Entertainment Inc.",0,1,475800,0.0000
"Loiste Interactive",1,2,475800,0.5000
"No Matter Studios",1,1,475800,1.0000
Breakfall,2,3,464499.99999999994,0.6667
"AlphaSoft LLC",0,1,464499.99999999994,0.0000
Modesty,1,1,464499.99999999994,1.0000
"KOEI TECMO GAMES CO., LTD.",38,71,459799.99999999994,0.5352
"Nicalis, Inc",1,1,459799.99999999994,1.0000
"HB Studios",2,2,459799.99999999994,1.0000
Graviteam,3,3,459799.99999999994,1.0000
"Neat Corporation",1,1,459799.99999999994,1.0000
Survios,2,4,459799.99999999994,0.5000
"PQube Limited;SONNORI Corp",1,1,459799.99999999994,1.0000
Cheritz,2,2,459799.99999999994,1.0000
"Mixed Realms Pte Ltd",1,1,459799.99999999994,1.0000
"Boundless Dynamics, LLC",0,1,459799.99999999994,0.0000
"Reconnect Software",1,1,449500,1.0000
"Three Gates AB;SlapShot Games, LLC",0,1,449500,0.0000
"Milky Tea Studios",1,1,449500,1.0000
Akella,9,12,449500,0.7500
"Twisted Pixel Games",1,1,449500,1.0000
"Alawar Premium",1,5,449500,0.2000
"?ukasz Jakowski Games",0,1,449000,0.0000
"Dovetail Games - TSW",1,1,448000.00000000006,1.0000
"XREAL Games",1,2,439799.99999999994,0.5000
"Diatomic Games",1,1,418000,1.0000
"Funbox Media Ltd",21,29,418000,0.7241
VaragtP,4,6,418000,0.6667
"Driven Arts",1,1,399799.99999999994,1.0000
"a2z Interactive",1,1,399799.99999999994,1.0000
"Totem Entertainment",0,1,399799.99999999994,0.0000
Enhance,0,2,399799.99999999994,0.0000
SoftPlanet,1,1,399799.99999999994,1.0000
"THE BROTHERHOOD;Daedalic Entertainment",1,1,399500,1.0000
"Paradox Interactive",49,55,399500,0.8909
"Nitro Games",3,3,399500,1.0000
"GSC World Publishing",8,8,399000,1.0000
"Artery Games",2,2,399000,1.0000
"Headup Games",22,23,399000,0.9565
"Headup Games ",1,1,399000,1.0000
"Beatnik Games",2,2,399000,1.0000
OneBigGame,1,1,399000,1.0000
"Cyan Worlds",4,4,399000,1.0000
"Extend Studio;ORiGO GAMES",1,1,399000,1.0000
"Squid In A Box Ltd",2,2,399000,1.0000
"Owlchemy Labs",4,5,399000,0.8000
"NGD Studios",2,2,399000,1.0000
"Subatomic Studios LLC",2,2,399000,1.0000
Chucklefish,8,9,399000,0.8889
EightyEightGames,2,2,399000,1.0000
"Lupus Studios Limited",3,3,399000,1.0000
"Screenwave Media",3,4,399000,0.7500
"Ian Campbell",2,2,399000,1.0000
"Auroch Digital",3,3,399000,1.0000
JoyMasher,2,2,399000,1.0000
Triple.B.Titles,1,1,399000,1.0000
"Plug In Digital",49,74,399000,0.6622
DolphinBarn,2,2,399000,1.0000
"Bedtime Digital Games",3,3,399000,1.0000
BumpkinBrothers,2,2,399000,1.0000
"Rogue Earth LLC",1,1,399000,1.0000
"Digital Tentacle",1,1,399000,1.0000
"Farsky Interactive",2,3,399000,0.6667
8Floor,25,52,399000,0.4808
"Vivid Games S.A.",1,1,399000,1.0000
Wargaming.net,1,2,399000,0.5000
"YFYX GAMES",3,3,399000,1.0000
"Dennis Esie",1,1,399000,1.0000
"K Bros Games",4,8,399000,0.5000
"Flying Helmet Games",1,1,399000,1.0000
"Ionized Games",1,1,399000,1.0000
"Ocean Media LLC",4,5,399000,0.8000
"Infernal Dream",7,8,399000,0.8750
The_Kiddy,2,2,399000,1.0000
"Mana Potion Studios",2,2,399000,1.0000
"Little Flag Software, LLC",1,1,399000,1.0000
"Corroding Games",0,1,399000,0.0000
BisquitPlay,0,2,399000,0.0000
" SOFTSTAR TECHNOLOGY BEIJINGCOLTD",0,1,399000,0.0000
"Brian Cronin",0,1,399000,0.0000
Majorariatto,1,3,399000,0.3333
"Jesse Makkonen",2,3,399000,0.6667
"Shield Break Studios",1,1,399000,1.0000
"Digital Dawn Studios",1,1,399000,1.0000
MagdalenaTeam,1,1,398000,1.0000
"Instinct Software Ltd.",1,1,398000,1.0000
"Tribute Games Inc.",5,5,398000,1.0000
"Benjamin Rivers Inc.",2,2,398000,1.0000
CSR-Studios,1,1,398000,1.0000
"Going Loud Studios",1,2,398000,0.5000
"Matthew Brown",6,9,398000,0.6667
"Thomas Bowker",1,1,398000,1.0000
"New Reality Games",31,39,398000,0.7949
"Dominique Grieshofer",1,2,398000,0.5000
"Sometimes You",40,46,398000,0.8696
"Pokshevanov Pavel",1,1,398000,1.0000
DyingCat,1,1,398000,1.0000
"Grunge Games LTD",1,1,395000,1.0000
"Eden Industries",1,1,395000,1.0000
EQGames,2,2,395000,1.0000
"JForce Games",1,1,395000,1.0000
"Microblast Games",5,6,395000,0.8333
"CloudGate Studio, Inc.",1,1,389799.99999999994,1.0000
"SadSquare Studio",0,1,389799.99999999994,0.0000
"SUNFISH Co., Ltd.",0,1,389799.99999999994,0.0000
"Event Horizon",0,1,389799.99999999994,0.0000
"Forthright Entertainment",1,1,389799.99999999994,1.0000
"Chris Hecker",1,1,389799.99999999994,1.0000
AurumDust;WhisperGames,0,1,389799.99999999994,0.0000
"Eastshade Studios",1,2,389799.99999999994,0.5000
"Jan Zelený",0,1,379799.99999999994,0.0000
"Wolf & Wood Interactive Ltd",1,1,379799.99999999994,1.0000
"Wastelands Interactive",10,12,379799.99999999994,0.8333
"Zadbox Entertainment",1,1,379799.99999999994,1.0000
"Nordic Trolls",0,1,379799.99999999994,0.0000
"astragon Sales & Services GmbH",2,2,359799.99999999994,1.0000
"Majesco Entertainment",3,5,359500,0.6000
"Cadenza Interactive",2,2,359500,1.0000
"WXP Games, LLC",1,1,359500,1.0000
"Spearhead Games",3,3,359500,1.0000
"Iteration 11",2,2,359500,1.0000
"Sixteen Tons Entertainment",1,5,359500,0.2000
"Dharker Studio",16,17,359500,0.9412
"Playrise Digital Ltd.",1,1,359500,1.0000
"Salmi Games",1,2,359500,0.5000
"Altay Workshop",0,1,359500,0.0000
"Cantaloupe Kids",0,1,359500,0.0000
CleanWaterSoft,2,3,359500,0.6667
"Baroque Decay",1,1,359500,1.0000
"X.D. Network Inc.",1,3,359500,0.3333
ansdor,0,1,359500,0.0000
"314 Arts",1,1,359500,1.0000
Brain&Brain,1,1,359500,1.0000
"CP Decision",1,1,359500,1.0000
"WindThunder Studio",1,1,359500,1.0000
"Mash Games",0,1,359500,0.0000
Subworld,1,1,359500,1.0000
"Jace Masula",1,2,359500,0.5000
DiezelPower,2,2,358000,1.0000
"ValuSoft;Play Hard Games",3,3,349500,1.0000
Futuremark,1,1,349500,1.0000
"BattleGoat Studios",4,5,349500,0.8000
"ND Games",2,2,349500,1.0000
"Ice-Pick Lodge;bitComposer Games;Viva Media;Nordic Games",1,1,349500,1.0000
"P2 Games",1,1,349500,1.0000
"Red Redemption",1,1,349500,1.0000
"Remedy Entertainment",3,3,349500,1.0000
"White Rabbit Interactive",1,1,349500,1.0000
"Spry Fox LLC",2,3,349500,0.6667
"Teotl Studios",2,2,349500,1.0000
stealth.gg,1,1,349500,1.0000
"Digital Leisure Inc.",5,5,349500,1.0000
"Zombie Studios",1,1,349500,1.0000
I-Illusions,2,2,349500,1.0000
"Swing Swing Submarine",1,1,349500,1.0000
"United Independent Entertainment GmbH",53,54,349500,0.9815
"Plug In Digital;Milestone S.r.l.",3,3,349500,1.0000
"The Bitmap Brothers",1,1,349500,1.0000
"Saibot Studios",4,5,349500,0.8000
"Hailstorm Games",1,1,349500,1.0000
"Final Boss Entertainment",2,2,349500,1.0000
"Double Fine Presents",4,4,349500,1.0000
"Fruitbat Factory",18,21,349500,0.8571
"Encore;Viva Media",1,1,349500,1.0000
"Viva Media Inc",2,2,349500,1.0000
"Sweet Dog Studios",1,1,349500,1.0000
Sherman3D,1,1,349500,1.0000
"Snowed In Studios",1,1,349500,1.0000
"White Giant RPG Studios",2,2,349500,1.0000
"Seaven Studio",1,1,349500,1.0000
"Hammer Labs",1,1,349500,1.0000
"BANDAI NAMCO Entertainement",1,1,349500,1.0000
"Arc System Works",16,25,349500,0.6400
"Legacy Games",4,4,349500,1.0000
"Damian Sommer",1,1,349500,1.0000
"Culture Attack Studio",1,1,349500,1.0000
"Toge Productions",1,5,349500,0.2000
"Lost Decade Games",3,3,349500,1.0000
"Magic Notion Ltd",2,2,349500,1.0000
"b-alive gmbh",12,15,349500,0.8000
"WOBBL3 Entertainment LLC",1,1,349500,1.0000
Exkee,1,1,349500,1.0000
"Chris Chung",1,1,349500,1.0000
TURBOGUN,1,1,349500,1.0000
"Infinite Dreams",1,2,349500,0.5000
Valsar,1,2,349500,0.5000
"SOEDESCO Publishing",10,13,349500,0.7692
Fraoula,1,1,349500,1.0000
"Humble Bundle",4,7,349500,0.5714
"Stegosoft Games",1,1,349500,1.0000
"Above and Beyond Technologies",1,1,349500,1.0000
"Wevr, Inc.",1,1,349500,1.0000
"Vaka Game Magazine;AGM PLAYISM",1,3,349500,0.3333
"Triangle Studios",2,2,349500,1.0000
"Dreamsite Games",1,1,349500,1.0000
"Restory Studio",0,2,349500,0.0000
"Robert Borghese",0,1,349500,0.0000
"Snapshot Games Inc.",1,1,349500,1.0000
"Tasty Stewdios LLC",1,1,349500,1.0000
"Green Sauce Games",3,4,349500,0.7500
Halfbus,1,1,349500,1.0000
"Major Games",1,1,349500,1.0000
"Critical Games",2,2,349500,1.0000
"Pipeworks Studios",1,1,349500,1.0000
"My Dog Zorro",1,1,349500,1.0000
"Alessandro Guzzo",1,1,349500,1.0000
"Super Punk Games",1,1,349500,1.0000
"Laura Shigihara",1,1,349500,1.0000
"Luxorix Games",0,1,349500,0.0000
"Interbellum team",1,1,349500,1.0000
"FOAM Entertainment",1,1,349500,1.0000
"Valhalla Cats",1,1,349500,1.0000
eduweb,1,1,349500,1.0000
"SouthPeak Games",2,2,338000,1.0000
"Penny Arcade, Inc.",2,2,338000,1.0000
Thorngames,1,1,338000,1.0000
"Wizard Fu;Double Eleven",1,1,319800,1.0000
"Visual Entertainment And Technologies",1,1,319800,1.0000
